TickCount,AgentID,Layer,AgentType,X,Y,Alive,Age,Stage,Energy,Gravid,EggCount,LarvaCount,waterVolume,Resting,RestingDuration,TimeWithoutRest,Elevation,Buildings,Population,tp,t2m,Day
300,912abb84-7988-42a8-85ed-5381807be13b,Mosquitoes,LivingAgent,9.597648,41.884948,1,551,ADULT,0.783,0,0,0,0.0,0,0,0,2106.1336,0.3597,0.35,0.0,27.58,3.125
200,6d557be7-5320-44a0-aeff-bd582d4752a3,Mosquitoes,LivingAgent,9.621057,41.882946,1,1316,ADULT,0.582,0,0,0,0.0,0,0,0,2013.33,0.3343,0.38,0.2316,24.61,2.0833333333333335
700,ae2ec458-64f9-4193-ac9c-9c26a47fb626,Mosquitoes,LivingAgent,9.607992,41.86749,1,201,ADULT,0.67,0,0,0,0.0,0,0,66,1590.8288,0.772,0.62,0.0,34.31,7.291666666666667
100,7a3fcde6-2b1b-4a94-938c-81ea0e458733,Mosquitoes,LivingAgent,9.579954,41.873281,1,1359,ADULT,0.562,0,0,0,0.0,0,0,0,2351.4524,0.3343,0.32,0.0,27.41,1.0416666666666667
400,b716f00d-a27f-47ee-b783-d5172883eaac,Mosquitoes,LivingAgent,9.596805,41.855103,1,802,ADULT,0.537,0,0,0,0.0,0,5,69,1964.2008,0.8156,0.74,0.0,27.73,4.166666666666667
100,ba732a49-b02d-4221-ad5d-355514bf0db1,Mosquitoes,LivingAgent,9.630549,41.844897,1,902,ADULT,0.772,0,0,0,0.0,0,0,0,1576.5677,0.3826,0.37,0.0,22.91,1.0416666666666667
100,34eca1a8-30ec-4d44-8921-9eeca902d441,Mosquitoes,LivingAgent,9.619119,41.86232,1,83,LARVA,0.795,0,0,0,0.0,0,0,77,2120.8104,0.6582,0.7,0.0,22.92,1.0416666666666667
400,4d167783-2e8e-4984-ba64-a7321eebf29e,Mosquitoes,LivingAgent,9.630409,41.842351,1,1282,ADULT,0.702,0,0,0,0.0,1,2,0,1517.305,0.355,0.34,0.0,25.2,4.166666666666667
400,3dbd2687-571c-4d34-9b3c-d0a843d35e28,Mosquitoes,LivingAgent,9.575934,41.886504,1,1065,ADULT,0.743,0,0,0,0.0,1,0,0,1834.8574,0.0949,0.12,0.0,28.96,4.166666666666667
100,5e589393-abf4-48f7-9e61-802f0c411232,Mosquitoes,LivingAgent,9.579411,41.831783,1,967,ADULT,0.309,0,0,0,0.0,0,0,0,1762.0995,0.208,0.18,0.0004,31.47,1.0416666666666667
300,64e4c129-2f98-4537-bae2-851ed96ef179,Mosquitoes,LivingAgent,9.602244,41.842306,1,1207,ADULT,0.762,0,0,0,0.0,0,0,0,2483.362,0.6744,0.57,0.0,27.58,3.125
100,c0274b5c-a256-4cf5-a7e1-86c6518fd5c7,Mosquitoes,LivingAgent,9.605001,41.863319,1,44,LARVA,0.871,0,0,0,0.0,0,0,0,1599.7868,0.86,0.77,0.0,22.93,1.0416666666666667
200,00b2c427-cff8-407e-b11e-4c8031d9396c,Mosquitoes,LivingAgent,9.596235,41.853005,1,434,LARVA,0.879,0,0,0,0.0,0,0,0,2079.7654,0.7764,0.81,0.2411,24.54,2.0833333333333335
300,fb23799f-68c9-4a8b-a6fe-0a9dbe76edd1,Mosquitoes,LivingAgent,9.62738,41.880229,1,395,LARVA,0.795,0,0,0,0.0,0,0,0,2162.572,0.2929,0.27,0.0,27.58,3.125
100,8f2ee877-d0aa-4ba5-a1d2-240e9f6c6475,Mosquitoes,LivingAgent,9.610923,41.856037,1,500,LARVA,0.722,0,0,0,0.0,0,0,0,1941.1305,0.8783,0.8,0.0003,30.82,1.0416666666666667
600,422249a3-9a2d-476b-a447-7ff713e4754b,Mosquitoes,LivingAgent,9.606648,41.891081,1,153,PUPA,0.619,0,0,0,0.0,0,0,7,2330.6977,0.2589,0.37,0.0,31.08,6.25
200,b37f4006-4602-4334-9d22-ff4e34469cb8,Mosquitoes,LivingAgent,9.619499,41.857314,1,636,ADULT,0.605,0,0,0,0.0,0,0,0,2044.1863,0.68,0.63,0.2772,24.58,2.0833333333333335
100,cebcb5a9-77ed-4f04-8b3f-97957ce5b468,Mosquitoes,LivingAgent,9.630254,41.858858,1,551,ADULT,0.379,0,0,0,0.0,0,0,0,2233.9171,0.4386,0.4,0.0,25.93,1.0416666666666667
100,4ab52245-a02b-495a-a16b-721ec66745c6,Mosquitoes,LivingAgent,9.610307,41.834884,1,229,LARVA,0.736,0,0,0,0.0,0,0,0,2252.8676,0.4858,0.46,0.0,28.15,1.0416666666666667
200,a9800bd5-8b99-4e5b-8d82-e595234139b6,Mosquitoes,LivingAgent,9.587036,41.855787,1,1878,ADULT,0.536,1,0,0,0.0,0,0,0,2013.1603,0.5995,0.48,0.2411,24.54,2.0833333333333335
500,555bff8e-b4aa-4265-a191-b654c8821144,Mosquitoes,LivingAgent,9.579187,41.832403,1,924,LARVA,0.804,0,0,0,0.0,0,0,0,1730.6591,0.2221,0.16,0.0,30.57,5.208333333333333
200,8bb1b1ca-91ea-4496-bcd2-0d23a32f5173,Mosquitoes,LivingAgent,9.622984,41.833601,1,970,ADULT,0.364,0,0,0,0.0,0,0,0,1757.7711,0.344,0.4,0.286,24.62,2.0833333333333335
500,04c308d9-7ab8-49d3-9967-a722ab431f07,Mosquitoes,LivingAgent,9.596646,41.862817,1,504,ADULT,0.605,0,0,0,0.0,0,0,74,1682.6861,0.7837,0.81,0.0,28.69,5.208333333333333
600,f3080a8c-86cd-42f7-a200-194ff7201a93,Mosquitoes,LivingAgent,9.58533,41.870259,1,626,LARVA,0.626,0,0,0,0.0,0,0,12,2166.3526,0.4785,0.42,0.0,31.68,6.25
600,1cc543c4-1f41-477d-90c9-eea8f62ad174,Mosquitoes,LivingAgent,9.606662,41.856349,0,1575,ADULT,0.763,1,0,0,0.0,0,0,97,1917.6124,0.9553,0.92,0.0,31.68,6.25
200,fcfbe40a-778e-4560-b42d-c635cf3d21f0,Mosquitoes,LivingAgent,9.579741,41.837128,1,429,ADULT,0.499,1,0,0,0.0,0,0,0,1619.1083,0.2878,0.29,0.2411,24.54,2.0833333333333335
300,544072c3-2cb5-41f1-b53a-ddc51f0b87a9,Mosquitoes,LivingAgent,9.592688,41.856037,1,1823,ADULT,0.559,0,0,0,0.0,0,0,8,1958.7322,0.7193,0.75,0.0,24.03,3.125
200,cb93ad4e-9ea4-46dd-b28a-8e53969e0a89,Mosquitoes,LivingAgent,9.593612,41.826765,1,80,ADULT,0.368,0,0,0,0.0,0,0,0,2034.1332,0.2906,0.4,0.286,25.69,2.0833333333333335
200,732db567-06f0-43cf-82d0-d4da81e68756,Mosquitoes,LivingAgent,9.626785,41.838935,1,149,PUPA,0.787,0,0,0,0.0,0,0,0,1555.1429,0.3752,0.36,0.2316,24.61,2.0833333333333335
300,46b48b14-e062-4df4-87cb-1f9fc062ef62,Mosquitoes,LivingAgent,9.582935,41.851597,1,627,LARVA,0.747,0,0,0,0.0,0,0,0,1920.7847,0.5052,0.4,0.0,28.21,3.125
200,bc873143-6e59-4ffd-9f86-3fef213ecb87,Mosquitoes,LivingAgent,9.622391,41.877592,1,805,ADULT,0.58,0,0,0,0.0,0,0,0,2152.1521,0.4033,0.32,0.2772,24.58,2.0833333333333335
300,7f0b1868-7e09-462f-9581-dd2c523731a0,Mosquitoes,LivingAgent,9.612957,41.834699,1,191,PUPA,0.594,0,0,0,0.0,0,0,0,2149.7645,0.4686,0.4,0.0,28.84,3.125
200,9f8dfe62-4f10-47b3-868e-ca8b2fb0732e,Mosquitoes,LivingAgent,9.603461,41.84448,1,389,ADULT,0.794,0,0,0,0.0,0,0,0,2446.6595,0.7172,0.63,0.2411,24.54,2.0833333333333335
200,6c912c8e-9baf-4503-b3bc-8749f09c0285,Mosquitoes,LivingAgent,9.63592,41.882455,1,92,ADULT,0.353,0,0,0,0.0,0,0,0,2023.0551,0.1191,0.22,0.286,25.69,2.0833333333333335
200,eee52cb8-c332-4508-8705-d36b16784080,Mosquitoes,LivingAgent,9.583555,41.849949,1,1685,ADULT,0.661,0,0,0,0.0,0,0,0,1873.6349,0.494,0.47,0.2411,24.54,2.0833333333333335
400,8fa3175e-a2b2-4d15-86c9-2fa8fe835572,Mosquitoes,LivingAgent,9.599357,41.86544,1,106,PUPA,0.614,0,0,0,0.0,0,0,67,1558.7048,0.7837,0.71,0.0,27.73,4.166666666666667
400,867d8022-5e9e-471a-a033-a29e06ababfd,Mosquitoes,LivingAgent,9.600394,41.855458,1,699,LARVA,0.712,0,0,0,0.0,0,0,35,1957.2336,0.8923,0.76,0.0,27.73,4.166666666666667
400,4d4af85b-bf05-44d2-8ea5-4d8b78088936,Mosquitoes,LivingAgent,9.625633,41.876266,1,120,LARVA,0.718,0,0,0,0.0,0,0,0,2291.0818,0.3771,0.46,0.0,27.11,4.166666666666667
300,18123039-5fd5-4944-8ac9-54de796791d7,Mosquitoes,LivingAgent,9.57819,41.856642,1,375,LARVA,0.601,0,0,0,0.0,0,0,0,2084.7976,0.3997,0.32,0.0,26.94,3.125
200,f3884443-ace9-4c4a-9413-a2891006adf4,Mosquitoes,LivingAgent,9.573745,41.881812,1,1818,ADULT,0.465,0,0,0,0.0,0,0,0,2076.6542,0.1317,0.23,0.286,25.69,2.0833333333333335
200,cd350998-785d-4a14-be38-aae49399aff8,Mosquitoes,LivingAgent,9.634256,41.847494,1,254,PUPA,0.589,0,0,0,0.0,0,0,0,1658.5466,0.3232,0.33,0.2683,24.55,2.0833333333333335
100,fc3f5c83-c830-4909-9cad-89fae48a5095,Mosquitoes,LivingAgent,9.609034,41.877722,1,214,PUPA,0.632,0,0,0,0.0,0,0,0,1796.733,0.5331,0.61,0.0,26.67,1.0416666666666667
200,0e91e958-b89b-4d78-b1c7-59abf98a4b17,Mosquitoes,LivingAgent,9.598396,41.846811,1,673,ADULT,0.5,0,0,0,0.0,1,3,0,2332.5372,0.7392,0.72,0.2772,24.58,2.0833333333333335
500,a86926be-72c9-40bd-b5ee-faaf579d75d0,Mosquitoes,LivingAgent,9.591607,41.883941,1,583,LARVA,0.66,0,0,0,0.0,0,0,86,2025.5195,0.3292,0.32,0.0,28.69,5.208333333333333
100,bbe28ec0-7899-4b5b-9c15-78c8bb38b906,Mosquitoes,LivingAgent,9.593612,41.849351,1,1127,ADULT,0.34,0,0,0,0.0,0,0,0,2152.2813,0.6838,0.71,0.0,23.26,1.0416666666666667
400,76dc535d-0315-4a05-9b6c-03a3e75db86a,Mosquitoes,LivingAgent,9.602501,41.878996,1,1523,ADULT,0.415,0,0,0,0.0,0,5,95,1780.7432,0.5163,0.51,0.0,28.34,4.166666666666667
100,38d41487-3f9d-4152-8b18-6b918200e18b,Mosquitoes,LivingAgent,9.611515,41.869611,1,289,LARVA,0.776,0,0,0,0.0,0,0,0,1726.5337,0.687,0.56,0.0,22.93,1.0416666666666667
100,22d68886-e29c-47d3-8423-ff215dbaa234,Mosquitoes,LivingAgent,9.592999,41.852333,1,713,ADULT,0.614,1,0,0,0.0,0,0,0,2055.8436,0.7214,0.72,0.0002,30.18,1.0416666666666667
300,3d11e7e5-f928-412a-87fb-2641f4710684,Mosquitoes,LivingAgent,9.605029,41.847417,1,482,ADULT,0.788,0,0,0,0.0,1,0,0,2348.0571,0.78,0.67,0.0,25.18,3.125
300,8c686d11-3daa-457a-87f3-edef18d6b555,Mosquitoes,LivingAgent,9.592945,41.866255,1,1606,ADULT,0.339,0,0,0,0.0,1,1,0,1745.6335,0.672,0.66,0.0,28.84,3.125
200,9d8d2c72-634a-40e6-aba7-50fec2bd05c6,Mosquitoes,LivingAgent,9.637086,41.861445,1,681,ADULT,0.346,1,0,0,0.0,1,3,0,2282.9318,0.2929,0.24,0.286,24.62,2.0833333333333335
400,cac2d241-da8c-49be-b73e-0583a7be0e7a,Mosquitoes,LivingAgent,9.595191,41.834613,1,1460,ADULT,0.699,0,0,0,0.0,0,0,0,2275.4997,0.4537,0.44,0.0,27.11,4.166666666666667
300,d5a42fbf-84ba-46ad-8bed-35efe41b646f,Mosquitoes,LivingAgent,9.57973,41.838682,1,1687,ADULT,0.48,0,0,0,0.0,0,0,0,1599.7973,0.3118,0.33,0.0,25.18,3.125
500,8f30d23f-a7ac-4005-9b6b-27ff8c7fe01e,Mosquitoes,LivingAgent,9.598275,41.846824,1,1645,ADULT,0.683,0,0,0,0.0,0,5,54,2332.5372,0.7392,0.72,0.0,29.32,5.208333333333333
400,b0594324-c6f9-4ae9-afd5-b74f6d6ec69a,Mosquitoes,LivingAgent,9.595388,41.859629,1,1113,ADULT,0.364,1,0,0,0.0,0,0,0,1809.36,0.772,0.79,0.0,25.2,4.166666666666667
200,1006b3b0-89b2-406f-a68c-6163bec1b4a6,Mosquitoes,LivingAgent,9.576739,41.865324,1,67,LARVA,0.648,0,0,0,0.0,0,0,0,2438.8365,0.3544,0.32,0.2506,24.47,2.0833333333333335
100,2c410dde-0905-418d-8ec8-56dfd944cb0c,Mosquitoes,LivingAgent,9.580629,41.877131,1,219,LARVA,0.762,0,0,0,0.0,0,0,0,2226.8254,0.3034,0.36,0.0,22.93,1.0416666666666667
100,8a54d741-a62d-4e97-abee-f4e95639f08f,Mosquitoes,LivingAgent,9.612596,41.852714,1,453,ADULT,0.731,0,0,0,0.0,0,0,0,2048.9681,0.8113,0.68,0.0,22.92,1.0416666666666667
300,937345a9-1bbc-4c2a-a2f6-71ba27a5f925,Mosquitoes,LivingAgent,9.626433,41.843845,1,17,ADULT,0.748,0,0,0,0.0,1,0,0,1579.1994,0.434,0.35,0.0,28.21,3.125
200,be4b5a56-9c57-4279-af7e-627726848fba,Mosquitoes,LivingAgent,9.578116,41.846253,1,612,ADULT,0.527,0,0,0,0.0,0,5,22,1640.3875,0.3538,0.34,0.2772,24.58,2.0833333333333335
100,fc2da57f-f542-4cd3-9e95-7ce48756ace7,Mosquitoes,LivingAgent,9.634478,41.864577,1,257,LARVA,0.712,0,0,0,0.0,0,0,0,2416.5176,0.3403,0.3,0.0,22.93,1.0416666666666667
100,914f02ee-41ab-4600-bb3b-40b52125ef1c,Mosquitoes,LivingAgent,9.581107,41.852074,1,408,ADULT,0.558,0,0,0,0.0,1,1,0,1896.204,0.4663,0.51,0.0001,29.54,1.0416666666666667
600,ad02502d-647f-4ee4-94cb-02cb87e0c420,Mosquitoes,LivingAgent,9.592561,41.864173,1,868,ADULT,0.607,0,0,0,0.0,0,0,0,1804.0698,0.6775,0.6,0.0,31.68,6.25
200,c7166d41-5e5e-4a3c-ba1e-caac08bbfd95,Mosquitoes,LivingAgent,9.61109,41.875938,1,1397,ADULT,0.516,0,0,0,0.0,0,0,0,1811.515,0.5573,0.49,0.2411,24.54,2.0833333333333335
100,c7b4aa3d-ba7a-4582-8f50-16bbb8151d16,Mosquitoes,LivingAgent,9.585695,41.84589,1,484,LARVA,0.705,0,0,0,0.0,0,0,0,1905.3808,0.5163,0.56,0.0,28.89,1.0416666666666667
200,3a0b1050-6b2e-4dda-a064-2dc404d88b59,Mosquitoes,LivingAgent,9.606156,41.871071,1,1127,ADULT,0.713,0,0,0,0.0,0,0,53,1547.9304,0.6993,0.61,0.286,24.62,2.0833333333333335
300,5a64a8b2-9117-4733-aee9-a3b1eacf5a36,Mosquitoes,LivingAgent,9.584614,41.830402,1,1034,ADULT,0.443,0,0,0,0.0,1,1,0,1892.1195,0.2597,0.36,0.0,25.75,3.125
100,0b04fb01-c77d-4624-91d6-d31950b6b0df,Mosquitoes,LivingAgent,9.622401,41.870692,1,601,LARVA,0.782,0,0,0,0.0,0,0,0,2282.4486,0.5159,0.59,0.0,22.93,1.0416666666666667
300,573139e7-499e-44a9-a986-fe24cf200c0d,Mosquitoes,LivingAgent,9.620072,41.876817,1,673,ADULT,0.787,0,0,0,0.0,0,0,0,2123.1455,0.4439,0.34,0.0,24.05,3.125
400,469fa465-324f-4ebd-b000-9f87de1a7de8,Mosquitoes,LivingAgent,9.576239,41.873645,1,1514,ADULT,0.618,0,0,0,0.0,0,0,6,2423.3303,0.2657,0.28,0.0,26.47,4.166666666666667
300,8eb2394e-0d9a-4378-b968-60264844613a,Mosquitoes,LivingAgent,9.613766,41.841627,1,156,PUPA,0.52,0,0,0,0.0,0,0,0,2137.9586,0.6055,0.64,0.0,24.03,3.125
200,d85cfec1-866c-4a47-9e24-25916a3b155a,Mosquitoes,LivingAgent,9.627634,41.843138,1,727,ADULT,0.65,0,0,0,0.0,0,0,0,1560.8018,0.4169,0.45,0.286,24.62,2.0833333333333335
300,2125119d-5d33-428d-aa85-36104741f69e,Mosquitoes,LivingAgent,9.616206,41.856971,1,676,LARVA,0.762,0,0,0,0.0,0,0,62,1988.2153,0.76,0.74,0.0,28.84,3.125
200,f274d2f1-718c-4c62-bcd5-eba28471479a,Mosquitoes,LivingAgent,9.595468,41.865995,1,1293,ADULT,0.464,1,0,0,0.0,0,0,0,1669.8137,0.7027,0.64,0.286,25.16,2.0833333333333335
500,876c9f7b-f8a7-44aa-8fd3-4569f75d51ed,Mosquitoes,LivingAgent,9.635092,41.848273,1,452,LARVA,0.693,0,0,0,0.0,0,0,48,1705.1506,0.3104,0.42,0.0,29.95,5.208333333333333
200,e92af211-827a-4815-bd4f-d37cc67c7507,Mosquitoes,LivingAgent,9.622274,41.855187,1,1401,ADULT,0.37,0,0,0,0.0,0,0,0,2025.3064,0.6179,0.56,0.286,25.16,2.0833333333333335
200,73f14918-e841-4ccf-bbc7-0e7c7c6670f8,Mosquitoes,LivingAgent,9.606208,41.851035,1,758,LARVA,0.616,0,0,0,0.0,0,0,0,2185.5329,0.8586,0.7,0.286,24.62,2.0833333333333335
300,62c8c156-3718-410c-86f7-ff5167f27ae1,Mosquitoes,LivingAgent,9.581882,41.864795,1,249,LARVA,0.862,0,0,0,0.0,0,0,0,2299.0679,0.4559,0.4,0.0,28.84,3.125
300,0bb3e00b-9dde-48cb-8e80-01a9c8b9bc75,Mosquitoes,LivingAgent,9.632671,41.849714,1,1525,ADULT,0.491,0,0,0,0.0,1,2,0,1757.4782,0.379,0.36,0.0,24.01,3.125
200,abb187ed-6f7e-4ede-8281-1f6c98392fbe,Mosquitoes,LivingAgent,9.61112,41.814869,1,134,PUPA,0.565,0,0,0,0.0,0,0,0,1736.955,0.0496,0.05,0.2772,24.58,2.0833333333333335
300,90c4eddb-a62e-4733-8d8f-0e4e9db7e64f,Mosquitoes,LivingAgent,9.613239,41.880417,1,647,ADULT,0.319,0,0,0,0.0,1,0,0,1953.0299,0.4497,0.34,0.0,28.21,3.125
200,38692e88-e553-447b-945b-ad2779ede309,Mosquitoes,LivingAgent,9.592103,41.840829,1,1166,ADULT,0.319,0,0,0,0.0,1,1,0,2220.8829,0.5439,0.46,0.286,25.16,2.0833333333333335
200,f9909336-7342-45e7-b1a7-b3e613b12292,Mosquitoes,LivingAgent,9.592504,41.85195,1,111,ADULT,0.374,1,0,0,0.0,0,0,0,2068.0005,0.6954,0.59,0.2595,24.51,2.0833333333333335
200,85f9b5ba-11f8-45ab-a6a8-58ebba83ce18,Mosquitoes,LivingAgent,9.635439,41.864032,1,1096,ADULT,0.518,0,0,0,0.0,0,0,0,2399.4454,0.3209,0.27,0.2683,24.55,2.0833333333333335
300,305a2d5d-dab7-46e9-a778-82727ed93020,Mosquitoes,LivingAgent,9.582132,41.855575,1,1016,ADULT,0.35,0,0,0,0.0,1,2,0,2026.1829,0.4984,0.48,0.0,24.61,3.125
200,d6e7420e-71fc-4ed7-b17e-a25577b8ece9,Mosquitoes,LivingAgent,9.602147,41.82693,1,836,ADULT,0.608,0,0,0,0.0,0,0,16,2064.4173,0.3373,0.41,0.2506,24.47,2.0833333333333335
300,358502ea-c4da-454a-8448-d0f1e5786503,Mosquitoes,LivingAgent,9.60456,41.864441,1,1679,ADULT,0.396,0,0,0,0.0,1,0,0,1565.0095,0.8388,0.8,0.0,24.05,3.125
200,30b95e2b-92b8-476f-abf5-679c9830e922,Mosquitoes,LivingAgent,9.607979,41.884866,1,95,PUPA,0.711,0,0,0,0.0,0,0,0,2101.3469,0.3771,0.44,0.286,25.16,2.0833333333333335
100,ba29ade6-1298-4891-89be-6b3b77a5abd7,Mosquitoes,LivingAgent,9.628306,41.874602,1,273,PUPA,0.728,0,0,0,0.0,0,0,0,2394.7782,0.356,0.42,0.0,23.69,1.0416666666666667
200,1f4b7432-2d19-4b78-a5a7-a3764be4c5a4,Mosquitoes,LivingAgent,9.60281,41.853263,1,488,ADULT,0.301,0,0,0,0.0,0,0,0,2055.8612,0.9106,0.9,0.2411,24.54,2.0833333333333335
200,17622b32-e354-432a-80f6-5797c158e48d,Mosquitoes,LivingAgent,9.600131,41.847229,1,302,LARVA,0.715,0,0,0,0.0,0,0,0,2354.8103,0.7583,0.78,0.286,24.62,2.0833333333333335
400,5d610759-7821-4025-82d9-50b035a46101,Mosquitoes,LivingAgent,9.581294,41.876742,1,101,PUPA,0.741,0,0,0,0.0,0,0,38,2205.4595,0.3188,0.27,0.0,25.2,4.166666666666667
100,751d7f56-30c7-488a-8b83-5c3a9106cf27,Mosquitoes,LivingAgent,9.638019,41.831732,1,683,LARVA,0.616,0,0,0,0.0,0,0,0,1783.9032,0.0879,0.21,0.0,22.95,1.0416666666666667
300,a870ed36-2a02-4a6d-8655-5beff9447af7,Mosquitoes,LivingAgent,9.599921,41.827984,1,876,ADULT,0.307,0,0,0,0.0,0,0,0,2108.103,0.3488,0.42,0.0,28.84,3.125
300,a542a447-b101-441a-92f8-460a63298f0d,Mosquitoes,LivingAgent,9.613494,41.820436,1,1662,ADULT,0.765,0,0,0,0.0,1,2,0,1898.9968,0.18,0.13,0.0,24.03,3.125
100,ebfb8510-1cce-43db-9eb1-58bcb6dc5343,Mosquitoes,LivingAgent,9.625313,41.838979,1,473,ADULT,0.491,0,0,0,0.0,1,2,0,1607.1374,0.4054,0.45,0.0,22.93,1.0416666666666667
200,a5c95689-06a2-4428-a620-50376644aff5,Mosquitoes,LivingAgent,9.580693,41.881066,1,665,ADULT,0.446,0,0,0,0.0,0,0,0,2093.6829,0.2503,0.28,0.2411,24.54,2.0833333333333335
400,3e1c4fc6-bdbe-436a-96d5-b90cb0c7139b,Mosquitoes,LivingAgent,9.608888,41.865868,1,631,ADULT,0.711,0,0,0,0.0,0,0,0,1629.0073,0.7846,0.67,0.0,25.2,4.166666666666667
300,89ce0210-e5ea-40e2-b8f9-35b9475d9179,Mosquitoes,LivingAgent,9.590507,41.861961,1,1640,ADULT,0.311,0,0,0,0.0,0,0,0,1909.4529,0.6647,0.65,0.0,24.01,3.125
100,5e0f7b7a-9e7e-4b60-8190-44e54f217bfe,Mosquitoes,LivingAgent,9.571138,41.845826,1,552,ADULT,0.655,0,0,0,0.0,1,1,0,1618.9283,0.2221,0.15,0.0,23.44,1.0416666666666667
500,7dc20445-5ad7-4244-b671-d30958423570,Mosquitoes,LivingAgent,9.582926,41.855712,1,1436,ADULT,0.485,0,0,0,0.0,0,0,13,2022.5529,0.5183,0.55,0.0,29.32,5.208333333333333
100,ba397b25-ff85-4b3f-ad4b-7dc95699921d,Mosquitoes,LivingAgent,9.612536,41.865609,1,429,LARVA,0.676,0,0,0,0.0,0,0,0,1784.5457,0.7592,0.62,0.0003,30.82,1.0416666666666667
400,92940379-f608-4bb6-aa5b-64ece5e760e6,Mosquitoes,LivingAgent,9.624127,41.88702,1,805,ADULT,0.391,1,0,0,0.0,0,0,79,1842.7698,0.2177,0.22,0.0,27.11,4.166666666666667
100,de63e277-a3d3-4206-a4f1-ac60b2a32355,Mosquitoes,LivingAgent,9.614906,41.850437,1,399,LARVA,0.638,0,0,0,0.0,0,0,0,2036.5053,0.7392,0.75,0.0001,29.54,1.0416666666666667
100,fa7ba245-6819-4e03-b068-10a75b04e507,Mosquitoes,LivingAgent,9.595362,41.874464,1,1869,ADULT,0.788,1,0,0,0.0,1,2,0,1719.4859,0.5609,0.58,0.0,28.89,1.0416666666666667
400,0d1f8e77-587b-4b7c-9eb9-6af36ee964af,Mosquitoes,LivingAgent,9.597661,41.87273,1,1393,ADULT,0.723,0,0,0,0.0,0,5,79,1601.5229,0.6242,0.58,0.0,28.34,4.166666666666667
400,74bbe43f-9970-4235-8d01-971bbede6065,Mosquitoes,LivingAgent,9.596786,41.836708,1,1193,ADULT,0.39,0,0,0,0.0,0,0,0,2385.4995,0.5246,0.47,0.0,27.73,4.166666666666667
600,a5412d50-0815-444b-b238-eaf8e6ee1646,Mosquitoes,LivingAgent,9.610792,41.825021,1,99,PUPA,0.644,0,0,0,0.0,0,0,0,1977.673,0.2898,0.37,0.0,31.68,6.25
600,fd8e3a41-5a26-4be2-93b0-3f9d19e14134,Mosquitoes,LivingAgent,9.573105,41.862962,0,295,PUPA,0.518,0,0,0,0.0,0,0,97,2386.8115,0.2898,0.3,0.0,31.08,6.25
500,b2758a68-d746-4f6d-8b17-473acab8a2ea,Mosquitoes,LivingAgent,9.607314,41.88202,1,940,ADULT,0.373,0,0,0,0.0,0,0,74,1936.176,0.4567,0.51,0.0,28.69,5.208333333333333
700,73c3ca5e-f398-421c-bfec-698b195426be,Mosquitoes,LivingAgent,9.591271,41.815192,1,642,LARVA,0.867,0,0,0,0.0,0,0,85,1838.4536,0.0323,0.19,0.0,33.87,7.291666666666667
100,231a3116-4dd1-4d69-815d-b9c969ac275d,Mosquitoes,LivingAgent,9.615372,41.86682,1,1435,ADULT,0.466,1,0,0,0.0,0,0,0,1910.4427,0.6889,0.69,0.0,22.95,1.0416666666666667
500,da59c1d2-44d0-4638-9701-507ffe891ead,Mosquitoes,LivingAgent,9.618976,41.876645,1,1076,ADULT,0.663,0,0,0,0.0,0,0,16,2065.4343,0.4675,0.52,0.0,28.69,5.208333333333333
200,2ecf2f1e-eca9-4478-81b9-c39779d22cd6,Mosquitoes,LivingAgent,9.626018,41.854025,1,167,ADULT,0.302,0,0,0,0.0,0,0,0,1994.7321,0.5361,0.59,0.286,24.62,2.0833333333333335
100,0b61471c-9111-4d5c-ac81-3af1ebbf1878,Mosquitoes,LivingAgent,9.627506,41.862784,1,303,LARVA,0.77,0,0,0,0.0,0,0,0,2363.7404,0.4858,0.37,0.0,24.06,1.0416666666666667
100,97cdbe94-ac93-4014-8d79-7adb0a9bd28e,Mosquitoes,LivingAgent,9.608588,41.842926,1,545,ADULT,0.601,0,0,0,0.0,1,3,0,2373.5537,0.6702,0.59,0.0001,29.54,1.0416666666666667
300,657682de-3f78-4475-aa99-5de3c8ff8596,Mosquitoes,LivingAgent,9.612436,41.84094,1,785,ADULT,0.654,0,0,0,0.0,1,0,0,2231.905,0.606,0.55,0.0,27.58,3.125
100,557fc46c-883a-472e-bedc-0c4109eeef6d,Mosquitoes,LivingAgent,9.625627,41.865281,1,1199,ADULT,0.441,0,0,0,0.0,0,0,0,2394.3808,0.506,0.58,0.0,24.44,1.0416666666666667
300,c5eec78b-6300-4382-a436-43e19e95655d,Mosquitoes,LivingAgent,9.584289,41.841535,1,569,ADULT,0.616,0,0,0,0.0,0,0,0,1788.9855,0.428,0.4,0.0,28.84,3.125
100,c681116d-f66a-4ecb-af9f-90fd7e2b2d2d,Mosquitoes,LivingAgent,9.628038,41.83643,1,264,ADULT,0.9,0,0,0,0.0,0,0,54,1575.9902,0.3206,0.26,0.0001,29.54,1.0416666666666667
200,66aa5731-803b-4e52-b01e-6fb53d60b44b,Mosquitoes,LivingAgent,9.634007,41.860239,1,158,PUPA,0.705,0,0,0,0.0,0,0,0,2260.7584,0.3572,0.41,0.2683,24.55,2.0833333333333335
300,7410fcc2-355d-4dc4-8bf5-f202bbd84da7,Mosquitoes,LivingAgent,9.602819,41.867395,1,363,LARVA,0.83,0,0,0,0.0,0,0,0,1510.2514,0.7764,0.78,0.0,29.43,3.125
